2101,3,4,84,4,8,41,33,66,79,212,62,11,46,194,114,149,71,36,60,7,230,296,74,39,281,693,80,372,105,3,1,261,306,16,126,182,913,28,371,1330,68,254,13,4,118,143
2102,0,1,15,0,0,1,4,2,2,20,0,0,2,10,2,5,3,2,5,0,13,28,3,1,28,38,8,25,50,1,0,26,17,2,5,11,16,0,21,135,90,12,0,0,6,10
2103,4,2,42,2,4,11,15,11,15,78,29,4,16,108,35,113,38,18,31,4,133,160,57,16,212,320,25,202,23,1,0,188,232,11,75,114,565,21,260,848,8,192,5,2,78,84
2104,0,0,12,0,0,3,3,3,6,36,3,0,3,12,10,9,5,6,12,0,26,25,6,0,17,67,7,37,37,0,0,33,45,1,9,20,42,0,32,137,67,25,0,0,8,12
2105,1,0,20,4,2,10,12,6,10,69,9,2,4,26,16,44,12,5,28,1,42,91,15,3,120,296,49,136,107,2,0,140,80,3,32,50,155,1,126,604,71,99,3,1,41,21
2106,3,0,13,0,1,3,5,5,6,17,7,0,2,18,15,16,5,6,8,2,28,32,9,7,23,73,8,84,33,0,0,137,81,1,9,19,45,0,72,441,45,38,0,0,18,17
2107,0,0,5,1,0,7,0,2,2,10,1,0,1,16,9,17,9,0,6,1,26,21,10,1,44,51,13,46,16,1,0,44,49,1,16,23,224,26,62,223,9,52,0,0,16,16
2108,0,1,15,0,0,1,4,2,2,20,0,0,2,10,2,5,3,2,5,0,13,28,3,1,28,38,8,25,50,1,0,26,17,2,5,11,16,0,21,135,90,12,0,0,6,10
2201,2,5,61,7,5,13,19,26,38,183,17,1,28,49,71,59,19,4,22,1,122,169,27,7,112,330,13,141,468,3,0,172,85,7,18,75,35,0,171,605,349,108,0,6,61,79
2202,2,5,61,7,5,13,19,26,38,183,17,1,28,49,71,59,19,4,22,1,122,169,27,7,112,330,13,141,468,3,0,172,85,7,18,75,35,0,171,605,349,108,0,6,61,79
2203,0,0,8,4,0,0,3,4,4,40,1,0,1,2,14,6,3,0,5,0,4,13,1,0,21,37,1,22,64,2,0,24,2,0,0,9,4,0,7,74,20,12,0,0,9,9
2204,2,5,61,7,5,13,19,26,38,183,17,1,28,49,71,59,19,4,22,1,122,169,27,7,112,330,13,141,468,3,0,172,85,7,18,75,35,0,171,605,349,108,0,6,61,79
2205,2,0,23,1,0,8,3,8,6,54,7,0,3,2,20,8,2,2,7,0,17,27,2,2,24,89,4,34,84,1,0,27,10,0,8,26,9,0,41,124,35,11,0,1,15,22
2206,0,0,8,4,0,0,3,4,4,40,1,0,1,2,14,6,3,0,5,0,4,13,1,0,21,37,1,22,64,2,0,24,2,0,0,9,4,0,7,74,20,12,0,0,9,9
2301,6,3,47,4,12,59,38,70,102,222,72,8,46,155,93,136,98,23,50,2,213,300,76,25,546,589,45,348,79,10,0,282,248,54,81,310,1180,3,256,758,96,210,10,2,94,178
2302,1,0,7,2,4,12,6,3,8,32,3,0,1,21,16,13,12,1,12,0,24,41,11,9,162,109,11,82,106,1,0,134,64,5,16,33,122,1,93,342,90,59,1,1,39,23
2303,6,3,47,4,12,59,38,70,102,222,72,8,46,155,93,136,98,23,50,2,213,300,76,25,546,589,45,348,79,10,0,282,248,54,81,310,1180,3,256,758,96,210,10,2,94,178
2304,0,1,8,2,0,6,4,5,11,27,3,2,4,11,11,14,11,3,5,0,24,33,9,4,103,56,8,68,21,0,0,49,30,0,8,27,120,0,47,139,42,32,0,2,11,25
2305,1,0,7,2,4,12,6,3,8,32,3,0,1,21,16,13,12,1,12,0,24,41,11,9,162,109,11,82,106,1,0,134,64,5,16,33,122,1,93,342,90,59,1,1,39,23
2306,1,0,7,2,4,12,6,3,8,32,3,0,1,21,16,13,12,1,12,0,24,41,11,9,162,109,11,82,106,1,0,134,64,5,16,33,122,1,93,342,90,59,1,1,39,23
2401,2,0,9,14,3,25,21,26,34,141,19,2,12,21,39,30,20,9,14,0,71,107,17,10,77,245,14,82,206,4,1,134,68,8,23,55,69,1,131,442,114,111,4,3,55,43
2402,2,0,9,14,3,25,21,26,34,141,19,2,12,21,39,30,20,9,14,0,71,107,17,10,77,245,14,82,206,4,1,134,68,8,23,55,69,1,131,442,114,111,4,3,55,43
2403,0,0,4,1,2,4,6,8,14,47,7,1,3,9,19,6,3,0,2,0,17,32,7,0,36,63,3,25,70,0,0,28,27,2,7,13,12,0,26,113,18,17,0,1,8,8
