PROVINCE,MUNICIPIO,ISIC,SIZE,EMPRESAS,MUNICINUM,PROVNUM
20,2001,'6602,1-9,1,146,168
20,2001,'7010,1-9,8,146,168
20,2001,'7020,1-9,63,146,168
20,2001,'7020,10-49,2,16,23
20,2001,'7111,1-9,5,146,168
20,2001,'7411,1-9,1,146,168
20,2001,'7499,10-49,1,16,23
20,2001,'8010,10-49,2,16,23
20,2001,'8090,1-9,1,146,168
20,2001,'9219,1-9,1,146,168
20,2001,'9219,10-49,1,16,23
20,2001,'9241,1-9,2,146,168
20,2001,'9309,10-49,1,16,23
20,2002,'5234,1-9,1,2,168
20,2002,'6022,1-9,1,2,168
20,2003,'1554,1-9,1,20,168
20,2003,'4010,10-49,1,7,23
20,2003,'4010,50-99,1,3,5
20,2003,'4510,1-9,1,20,168
20,2003,'4550,1-9,1,20,168
20,2003,'5010,10-49,1,7,23
20,2003,'5143,1-9,1,20,168
20,2003,'5190,1-9,1,20,168
20,2003,'5231,1-9,4,20,168
20,2003,'5234,1-9,1,20,168
20,2003,'5239,1-9,1,20,168
20,2003,'5510,1-9,4,20,168
20,2003,'5510,10-49,4,7,23
20,2003,'5520,1-9,1,20,168
20,2003,'6420,1-9,1,20,168
20,2003,'6592,1-9,1,20,168
20,2003,'7020,50-99,1,3,5
20,2003,'7411,10-49,1,7,23
20,2003,'7412,1-9,1,20,168
20,2003,'7414,1-9,1,20,168
20,2003,'7492,50-99,1,3,5
21,2101,'0111,100-249,1,24,38
21,2101,'0113,1-9,1,337,413
21,2101,'0113,10-49,1,132,191
21,2101,'0122,1-9,1,337,413
21,2101,'0140,1-9,2,337,413
21,2101,'0140,10-49,1,132,191
21,2101,'0140,50-99,1,19,27
21,2101,'1320,50-99,1,19,27
21,2101,'1410,100-249,1,24,38
21,2101,'1511,100-249,1,24,38
21,2101,'1513,250-,1,15,23
21,2101,'1513,50-99,1,19,27
21,2101,'1514,10-49,1,132,191
21,2101,'1520,1-9,1,337,413
21,2101,'1541,1-9,3,337,413
21,2101,'1541,10-49,4,132,191
21,2101,'1541,50-99,1,19,27
21,2101,'1549,100-249,1,24,38
21,2101,'1549,250-,2,15,23
21,2101,'1554,1-9,5,337,413
21,2101,'1554,10-49,1,132,191
21,2101,'1711,10-49,2,132,191
21,2101,'1711,250-,1,15,23
21,2101,'1723,1-9,1,337,413
21,2101,'1723,250-,1,15,23
21,2101,'1810,1-9,1,337,413
21,2101,'1810,100-249,1,24,38
21,2101,'1810,250-,1,15,23
21,2101,'1810,50-99,3,19,27
21,2101,'1920,1-9,1,337,413
21,2101,'1920,250-,1,15,23
21,2101,'2022,10-49,1,132,191
21,2101,'2101,1-9,1,337,413
21,2101,'2102,50-99,1,19,27
21,2101,'2109,100-249,1,24,38
21,2101,'2211,10-49,1,132,191
21,2101,'2221,1-9,3,337,413
21,2101,'2222,1-9,1,337,413
21,2101,'2413,250-,1,15,23
21,2101,'2423,10-49,1,132,191
21,2101,'2429,10-49,1,132,191
21,2101,'2520,10-49,3,132,191
21,2101,'2520,100-249,1,24,38
21,2101,'2520,50-99,1,19,27
21,2101,'2693,10-49,2,132,191
21,2101,'2694,250-,1,15,23
21,2101,'2695,50-99,1,19,27
21,2101,'2699,10-49,3,132,191
21,2101,'2710,1-9,2,337,413
21,2101,'2710,10-49,5,132,191
21,2101,'2710,50-99,1,19,27
21,2101,'2811,1-9,1,337,413
21,2101,'2811,10-49,1,132,191
21,2101,'2891,10-49,1,132,191
21,2101,'2893,1-9,1,337,413
21,2101,'2899,1-9,1,337,413
21,2101,'2919,10-49,2,132,191
21,2101,'2922,1-9,1,337,413
21,2101,'2929,1-9,2,337,413
21,2101,'2929,10-49,1,132,191
21,2101,'2930,1-9,1,337,413
21,2101,'2930,100-249,1,24,38
21,2101,'3190,10-49,3,132,191
21,2101,'3190,250-,1,15,23
21,2101,'3210,250-,2,15,23
21,2101,'3230,250-,2,15,23
21,2101,'3311,10-49,1,132,191
21,2101,'3511,10-49,1,132,191
21,2101,'3610,1-9,1,337,413
21,2101,'3610,10-49,1,132,191
21,2101,'3691,1-9,1,337,413
21,2101,'4010,10-49,3,132,191
21,2101,'4030,10-49,1,132,191
21,2101,'4520,1-9,2,337,413
21,2101,'4520,10-49,3,132,191
21,2101,'4520,100-249,1,24,38
21,2101,'4520,50-99,2,19,27
21,2101,'4530,1-9,1,337,413
21,2101,'5010,1-9,13,337,413
21,2101,'5010,10-49,5,132,191
21,2101,'5010,50-99,1,19,27
21,2101,'5020,1-9,7,337,413
21,2101,'5020,10-49,1,132,191
21,2101,'5030,1-9,4,337,413
21,2101,'5030,10-49,2,132,191
21,2101,'5040,1-9,1,337,413
21,2101,'5050,1-9,6,337,413
21,2101,'5050,10-49,4,132,191
21,2101,'5110,1-9,2,337,413
21,2101,'5110,10-49,1,132,191
21,2101,'5122,1-9,4,337,413
21,2101,'5122,10-49,2,132,191
21,2101,'5122,100-249,1,24,38
21,2101,'5122,250-,1,15,23
21,2101,'5131,1-9,3,337,413
21,2101,'5131,10-49,1,132,191
21,2101,'5131,50-99,1,19,27
21,2101,'5139,1-9,1,337,413
21,2101,'5139,10-49,1,132,191
21,2101,'5141,1-9,1,337,413
21,2101,'5143,1-9,7,337,413
21,2101,'5143,10-49,1,132,191
21,2101,'5143,100-249,2,24,38
21,2101,'5143,50-99,1,19,27
21,2101,'5149,10-49,1,132,191
21,2101,'5150,1-9,5,337,413
21,2101,'5150,10-49,1,132,191
21,2101,'5190,1-9,17,337,413
21,2101,'5190,10-49,2,132,191
21,2101,'5190,100-249,1,24,38
21,2101,'5211,1-9,4,337,413
21,2101,'5211,10-49,1,132,191
21,2101,'5220,1-9,2,337,413
21,2101,'5220,10-49,2,132,191
21,2101,'5231,1-9,21,337,413
21,2101,'5231,10-49,3,132,191
21,2101,'5231,100-249,1,24,38
21,2101,'5232,1-9,9,337,413
21,2101,'5232,100-249,1,24,38
21,2101,'5233,1-9,8,337,413
21,2101,'5233,10-49,3,132,191
21,2101,'5233,100-249,1,24,38
21,2101,'5234,1-9,8,337,413
21,2101,'5234,10-49,4,132,191
21,2101,'5239,1-9,15,337,413
21,2101,'5239,10-49,3,132,191
21,2101,'5240,1-9,1,337,413
21,2101,'5510,10-49,1,132,191
21,2101,'5510,50-99,1,19,27
21,2101,'5520,1-9,6,337,413
21,2101,'5520,10-49,1,132,191
21,2101,'6021,1-9,9,337,413
21,2101,'6021,10-49,6,132,191
21,2101,'6021,100-249,1,24,38
21,2101,'6022,1-9,1,337,413
21,2101,'6023,1-9,1,337,413
21,2101,'6030,100-249,1,24,38
21,2101,'6110,1-9,1,337,413
21,2101,'6304,1-9,8,337,413
21,2101,'6304,10-49,3,132,191
21,2101,'6309,1-9,2,337,413
21,2101,'6309,10-49,2,132,191
21,2101,'6420,1-9,9,337,413
21,2101,'6420,10-49,4,132,191
21,2101,'6420,100-249,2,24,38
21,2101,'6519,1-9,6,337,413
21,2101,'6519,10-49,1,132,191
21,2101,'6592,1-9,32,337,413
21,2101,'6592,10-49,2,132,191
21,2101,'6599,1-9,1,337,413
21,2101,'6599,10-49,1,132,191
21,2101,'6602,1-9,3,337,413
21,2101,'6719,1-9,1,337,413
21,2101,'6720,1-9,2,337,413
21,2101,'7010,1-9,6,337,413
21,2101,'7010,10-49,5,132,191
21,2101,'7020,1-9,34,337,413
21,2101,'7020,10-49,5,132,191
21,2101,'7111,1-9,2,337,413
21,2101,'7250,1-9,1,337,413
21,2101,'7411,1-9,2,337,413
21,2101,'7412,1-9,1,337,413
21,2101,'7414,1-9,1,337,413
21,2101,'7421,1-9,7,337,413
21,2101,'7421,10-49,2,132,191
21,2101,'7421,50-99,1,19,27
21,2101,'7430,1-9,5,337,413
21,2101,'7430,10-49,1,132,191
21,2101,'7492,1-9,2,337,413
21,2101,'7492,10-49,5,132,191
21,2101,'7492,100-249,1,24,38
21,2101,'7494,1-9,1,337,413
21,2101,'7499,1-9,3,337,413
21,2101,'7499,10-49,1,132,191
21,2101,'8010,1-9,2,337,413
21,2101,'8010,10-49,3,132,191
21,2101,'8022,1-9,1,337,413
21,2101,'8022,10-49,1,132,191
21,2101,'8022,100-249,1,24,38
21,2101,'8090,10-49,1,132,191
21,2101,'8511,1-9,2,337,413
21,2101,'8511,10-49,3,132,191
21,2101,'8511,100-249,2,24,38
21,2101,'8511,50-99,1,19,27
21,2101,'8520,1-9,3,337,413
21,2101,'9111,10-49,1,132,191
21,2101,'9120,1-9,2,337,413
21,2101,'9191,1-9,1,337,413
21,2101,'9213,1-9,1,337,413
21,2101,'9214,1-9,1,337,413
21,2101,'9219,1-9,1,337,413
21,2101,'9220,1-9,1,337,413
21,2101,'9309,1-9,1,337,413
21,2102,'5231,1-9,1,1,413
21,2103,'0113,10-49,1,48,191
21,2103,'1422,50-99,1,7,27
21,2103,'1514,10-49,1,48,191
21,2103,'1541,10-49,1,48,191
21,2103,'1554,1-9,2,59,413
21,2103,'1711,1-9,1,59,413
21,2103,'1723,1-9,1,59,413
21,2103,'1810,1-9,1,59,413
21,2103,'2021,50-99,1,7,27
21,2103,'2022,10-49,1,48,191
21,2103,'2101,10-49,2,48,191
21,2103,'2221,1-9,2,59,413
21,2103,'2221,10-49,1,48,191
21,2103,'2320,100-249,1,12,38
21,2103,'2413,10-49,1,48,191
21,2103,'2413,250-,1,5,23
21,2103,'2413,50-99,1,7,27
21,2103,'2423,100-249,1,12,38
21,2103,'2424,100-249,1,12,38
21,2103,'2429,100-249,1,12,38
21,2103,'2520,10-49,3,48,191
21,2103,'2520,50-99,1,7,27
21,2103,'2691,50-99,1,7,27
21,2103,'2695,1-9,1,59,413
21,2103,'2699,10-49,1,48,191
21,2103,'2811,10-49,1,48,191
21,2103,'2899,1-9,2,59,413
21,2103,'2899,10-49,2,48,191
21,2103,'3190,10-49,1,48,191
21,2103,'3210,100-249,1,12,38
21,2103,'3210,250-,1,5,23
21,2103,'3410,1-9,1,59,413
21,2103,'3511,10-49,1,48,191
21,2103,'3699,10-49,1,48,191
21,2103,'4520,1-9,1,59,413
21,2103,'4520,10-49,2,48,191
21,2103,'4520,100-249,1,12,38
21,2103,'5010,1-9,1,59,413
21,2103,'5010,10-49,1,48,191
21,2103,'5020,10-49,1,48,191
21,2103,'5030,1-9,2,59,413
21,2103,'5030,10-49,1,48,191
21,2103,'5040,1-9,1,59,413
21,2103,'5040,100-249,1,12,38
21,2103,'5050,10-49,1,48,191
21,2103,'5122,1-9,1,59,413
21,2103,'5122,100-249,1,12,38
21,2103,'5122,250-,1,5,23
21,2103,'5131,10-49,2,48,191
21,2103,'5131,50-99,1,7,27
21,2103,'5141,1-9,1,59,413
21,2103,'5150,1-9,1,59,413
21,2103,'5190,1-9,3,59,413
21,2103,'5190,10-49,2,48,191
21,2103,'5190,50-99,1,7,27
21,2103,'5220,10-49,1,48,191
21,2103,'5231,1-9,6,59,413
21,2103,'5233,100-249,1,12,38
21,2103,'5234,1-9,8,59,413
21,2103,'5234,10-49,1,48,191
21,2103,'5239,1-9,1,59,413
21,2103,'5259,1-9,1,59,413
21,2103,'5520,1-9,1,59,413
21,2103,'5520,250-,1,5,23
21,2103,'6021,1-9,4,59,413
21,2103,'6021,10-49,2,48,191
21,2103,'6022,10-49,1,48,191
21,2103,'6023,10-49,1,48,191
21,2103,'6210,10-49,1,48,191
21,2103,'6302,10-49,3,48,191
21,2103,'6303,10-49,1,48,191
21,2103,'6303,250-,1,5,23
21,2103,'6304,1-9,2,59,413
21,2103,'6309,100-249,1,12,38
21,2103,'6592,1-9,3,59,413
21,2103,'6719,1-9,1,59,413
21,2103,'7010,1-9,1,59,413
21,2103,'7020,1-9,1,59,413
21,2103,'7020,10-49,1,48,191
21,2103,'7411,10-49,1,48,191
21,2103,'7414,10-49,1,48,191
21,2103,'7421,10-49,2,48,191
21,2103,'7430,1-9,1,59,413
21,2103,'7493,1-9,1,59,413
21,2103,'7499,1-9,2,59,413
21,2103,'8511,10-49,2,48,191
21,2103,'8511,100-249,1,12,38
21,2103,'9111,1-9,2,59,413
21,2103,'9111,10-49,1,48,191
21,2103,'9120,1-9,1,59,413
21,2103,'9120,10-49,1,48,191
21,2103,'9191,100-249,1,12,38
21,2103,'9302,1-9,1,59,413
21,2104,'5110,1-9,1,4,413
21,2104,'5231,1-9,2,4,413
21,2104,'5234,1-9,1,4,413
21,2105,'1513,250-,1,1,23
21,2105,'1554,10-49,1,6,191
21,2105,'2102,10-49,1,6,191
21,2105,'2423,10-49,1,6,191
21,2105,'2520,10-49,1,6,191
21,2105,'2811,1-9,1,7,413
21,2105,'2811,10-49,1,6,191
21,2105,'3699,10-49,1,6,191
21,2105,'4520,1-9,1,7,413
21,2105,'5190,1-9,1,7,413
21,2105,'5231,1-9,3,7,413
21,2105,'8511,1-9,1,7,413
21,2106,'5040,10-49,1,1,191
21,2107,'1711,10-49,1,4,191
21,2107,'2101,50-99,1,1,27
21,2107,'2413,100-249,2,2,38
21,2107,'2899,250-,1,2,23
21,2107,'3210,250-,1,2,23
21,2107,'5141,1-9,1,5,413
21,2107,'5149,1-9,1,5,413
21,2107,'5231,1-9,1,5,413
21,2107,'5234,1-9,1,5,413
21,2107,'5234,10-49,1,4,191
21,2107,'5239,1-9,1,5,413
21,2107,'6021,10-49,1,4,191
21,2107,'6023,10-49,1,4,191
22,2201,'0112,1-9,1,30,37
22,2201,'1541,1-9,2,30,37
22,2201,'1541,10-49,2,25,26
22,2201,'1554,10-49,2,25,26
22,2201,'2221,1-9,2,30,37
22,2201,'4520,1-9,1,30,37
22,2201,'5030,10-49,2,25,26
22,2201,'5050,1-9,1,30,37
22,2201,'5110,1-9,1,30,37
22,2201,'5122,1-9,1,30,37
22,2201,'5122,10-49,1,25,26
22,2201,'5139,1-9,1,30,37
22,2201,'5139,10-49,1,25,26
22,2201,'5141,10-49,1,25,26
22,2201,'5190,10-49,3,25,26
22,2201,'5190,50-99,1,2,2
22,2201,'5211,10-49,2,25,26
22,2201,'5220,10-49,1,25,26
22,2201,'5231,1-9,5,30,37
22,2201,'5231,10-49,1,25,26
22,2201,'5232,1-9,1,30,37
22,2201,'5233,1-9,4,30,37
22,2201,'5234,10-49,1,25,26
22,2201,'5510,1-9,2,30,37
22,2201,'6420,1-9,3,30,37
22,2201,'6420,10-49,3,25,26
22,2201,'6519,10-49,1,25,26
22,2201,'6592,10-49,2,25,26
22,2201,'7020,1-9,1,30,37
22,2201,'7411,1-9,1,30,37
22,2201,'7421,1-9,1,30,37
22,2201,'8021,10-49,1,25,26
22,2201,'8090,1-9,1,30,37
22,2201,'8511,1-9,1,30,37
22,2201,'8511,10-49,1,25,26
22,2201,'8511,50-99,1,2,2
22,2203,'5231,1-9,1,1,37
22,2204,'5231,1-9,1,1,37
22,2205,'5050,1-9,1,5,37
22,2205,'5231,1-9,3,5,37
22,2205,'6420,10-49,1,1,26
22,2205,'8511,1-9,1,5,37
23,2301,'0111,1-9,1,200,206
23,2301,'0111,10-49,1,98,99
23,2301,'0113,1-9,1,200,206
23,2301,'0113,10-49,1,98,99
23,2301,'0140,1-9,1,200,206
23,2301,'1511,10-49,1,98,99
23,2301,'1513,10-49,1,98,99
23,2301,'1541,1-9,2,200,206
23,2301,'1541,10-49,2,98,99
23,2301,'1542,100-249,1,15,15
23,2301,'1543,10-49,1,98,99
23,2301,'1551,10-49,1,98,99
23,2301,'1551,50-99,1,18,19
23,2301,'1554,1-9,2,200,206
23,2301,'1554,10-49,2,98,99
23,2301,'1554,50-99,1,18,19
23,2301,'1600,1-9,1,200,206
23,2301,'1600,100-249,1,15,15
23,2301,'1711,10-49,2,98,99
23,2301,'1711,100-249,1,15,15
23,2301,'1711,250-,1,16,16
23,2301,'1711,50-99,1,18,19
23,2301,'1712,100-249,1,15,15
23,2301,'1723,1-9,1,200,206
23,2301,'1723,10-49,1,98,99
23,2301,'1723,100-249,1,15,15
23,2301,'1723,250-,2,16,16
23,2301,'1810,1-9,2,200,206
23,2301,'1810,10-49,1,98,99
23,2301,'1810,100-249,6,15,15
23,2301,'1810,250-,4,16,16
23,2301,'1911,10-49,1,98,99
23,2301,'1920,100-249,1,15,15
23,2301,'2010,10-49,1,98,99
23,2301,'2022,1-9,1,200,206
23,2301,'2102,10-49,1,98,99
23,2301,'2109,50-99,1,18,19
23,2301,'2211,10-49,1,98,99
23,2301,'2221,1-9,1,200,206
23,2301,'2320,10-49,1,98,99
23,2301,'2423,10-49,1,98,99
23,2301,'2520,100-249,2,15,15
23,2301,'2520,50-99,1,18,19
23,2301,'2710,1-9,2,200,206
23,2301,'2710,10-49,1,98,99
23,2301,'2811,1-9,1,200,206
23,2301,'2812,10-49,1,98,99
23,2301,'2892,1-9,1,200,206
23,2301,'2893,10-49,1,98,99
23,2301,'2899,1-9,2,200,206
23,2301,'2899,10-49,2,98,99
23,2301,'3190,1-9,2,200,206
23,2301,'3190,10-49,1,98,99
23,2301,'3210,250-,1,16,16
23,2301,'3311,10-49,1,98,99
23,2301,'3691,250-,2,16,16
23,2301,'3691,50-99,3,18,19
23,2301,'3699,10-49,1,98,99
23,2301,'3720,50-99,1,18,19
23,2301,'4010,1-9,1,200,206
23,2301,'4510,50-99,1,18,19
23,2301,'4520,1-9,5,200,206
23,2301,'4520,10-49,5,98,99
23,2301,'4520,50-99,1,18,19
23,2301,'4530,1-9,1,200,206
23,2301,'5010,1-9,5,200,206
23,2301,'5010,10-49,2,98,99
23,2301,'5020,1-9,4,200,206
23,2301,'5030,10-49,2,98,99
23,2301,'5040,1-9,1,200,206
23,2301,'5050,1-9,1,200,206
23,2301,'5050,10-49,2,98,99
23,2301,'5121,1-9,1,200,206
23,2301,'5122,10-49,2,98,99
23,2301,'5131,1-9,2,200,206
23,2301,'5139,10-49,1,98,99
23,2301,'5139,50-99,1,18,19
23,2301,'5143,1-9,1,200,206
23,2301,'5143,10-49,1,98,99
23,2301,'5150,1-9,1,200,206
23,2301,'5150,10-49,1,98,99
23,2301,'5190,1-9,4,200,206
23,2301,'5190,250-,1,16,16
23,2301,'5190,50-99,1,18,19
23,2301,'5211,1-9,1,200,206
23,2301,'5219,10-49,1,98,99
23,2301,'5219,250-,1,16,16
23,2301,'5220,1-9,1,200,206
23,2301,'5231,1-9,30,200,206
23,2301,'5231,10-49,1,98,99
23,2301,'5232,1-9,4,200,206
23,2301,'5232,10-49,1,98,99
23,2301,'5233,1-9,5,200,206
23,2301,'5234,1-9,10,200,206
23,2301,'5234,10-49,4,98,99
23,2301,'5239,1-9,7,200,206
23,2301,'5239,10-49,2,98,99
23,2301,'5259,1-9,1,200,206
23,2301,'5259,10-49,1,98,99
23,2301,'5260,1-9,1,200,206
23,2301,'5260,10-49,1,98,99
23,2301,'5510,1-9,1,200,206
23,2301,'5510,10-49,3,98,99
23,2301,'5510,250-,1,16,16
23,2301,'5510,50-99,1,18,19
23,2301,'5520,1-9,5,200,206
23,2301,'5520,10-49,3,98,99
23,2301,'6021,1-9,1,200,206
23,2301,'6021,10-49,4,98,99
23,2301,'6023,10-49,1,98,99
23,2301,'6304,1-9,4,200,206
23,2301,'6304,10-49,1,98,99
23,2301,'6309,1-9,4,200,206
23,2301,'6420,1-9,7,200,206
23,2301,'6420,10-49,6,98,99
23,2301,'6592,1-9,5,200,206
23,2301,'6592,10-49,1,98,99
23,2301,'6599,1-9,2,200,206
23,2301,'6602,1-9,1,200,206
23,2301,'6603,1-9,2,200,206
23,2301,'6720,1-9,1,200,206
23,2301,'6720,10-49,1,98,99
23,2301,'7010,1-9,7,200,206
23,2301,'7010,10-49,1,98,99
23,2301,'7020,1-9,28,200,206
23,2301,'7020,10-49,3,98,99
23,2301,'7020,50-99,1,18,19
23,2301,'7111,1-9,1,200,206
23,2301,'7129,1-9,1,200,206
23,2301,'7220,1-9,1,200,206
23,2301,'7250,10-49,1,98,99
23,2301,'7411,1-9,5,200,206
23,2301,'7411,10-49,1,98,99
23,2301,'7412,1-9,2,200,206
23,2301,'7421,1-9,2,200,206
23,2301,'7421,10-49,1,98,99
23,2301,'7494,1-9,1,200,206
23,2301,'7499,1-9,2,200,206
23,2301,'8010,1-9,1,200,206
23,2301,'8010,10-49,5,98,99
23,2301,'8010,50-99,1,18,19
23,2301,'8022,1-9,1,200,206
23,2301,'8030,250-,1,16,16
23,2301,'8090,1-9,2,200,206
23,2301,'8511,1-9,1,200,206
23,2301,'8511,10-49,9,98,99
23,2301,'8511,250-,1,16,16
23,2301,'8511,50-99,2,18,19
23,2301,'9111,10-49,1,98,99
23,2301,'9219,1-9,2,200,206
23,2301,'9241,1-9,1,200,206
23,2301,'9249,10-49,1,98,99
23,2301,'9301,100-249,1,15,15
23,2301,'9302,1-9,1,200,206
23,2301,'9302,250-,1,16,16
23,2302,'5050,1-9,1,3,206
23,2302,'5190,1-9,1,3,206
23,2302,'6592,1-9,1,3,206
23,2304,'5190,1-9,1,3,206
23,2304,'5231,1-9,2,3,206
23,2304,'7421,10-49,1,1,99
23,2305,'1712,50-99,1,1,19
24,2401,'0111,10-49,2,25,29
24,2401,'0111,100-249,1,4,4
24,2401,'0113,1-9,1,52,57
24,2401,'0140,10-49,1,25,29
24,2401,'1429,10-49,1,25,29
24,2401,'1511,10-49,1,25,29
24,2401,'1520,10-49,1,25,29
24,2401,'1531,100-249,1,4,4
24,2401,'1544,100-249,1,4,4
24,2401,'1554,10-49,1,25,29
24,2401,'1810,250-,1,1,1
24,2401,'2424,1-9,1,52,57
24,2401,'2892,1-9,1,52,57
24,2401,'4520,1-9,1,52,57
24,2401,'4530,1-9,1,52,57
24,2401,'5010,1-9,8,52,57
24,2401,'5010,10-49,2,25,29
24,2401,'5030,1-9,1,52,57
24,2401,'5030,10-49,1,25,29
24,2401,'5121,1-9,1,52,57
24,2401,'5121,10-49,1,25,29
24,2401,'5141,1-9,1,52,57
24,2401,'5143,1-9,1,52,57
24,2401,'5190,1-9,1,52,57
24,2401,'5190,10-49,1,25,29
24,2401,'5211,1-9,1,52,57
24,2401,'5231,1-9,13,52,57
24,2401,'5231,10-49,1,25,29
24,2401,'5232,1-9,3,52,57
24,2401,'5234,10-49,3,25,29
24,2401,'5239,1-9,2,52,57
24,2401,'5510,1-9,1,52,57
24,2401,'6021,1-9,1,52,57
24,2401,'6021,10-49,1,25,29
24,2401,'6302,1-9,1,52,57
24,2401,'6420,10-49,1,25,29
24,2401,'6519,1-9,1,52,57
24,2401,'6519,10-49,1,25,29
24,2401,'6592,1-9,5,52,57
24,2401,'6592,10-49,3,25,29
24,2401,'7010,1-9,1,52,57
24,2401,'7020,1-9,1,52,57
24,2401,'7411,1-9,1,52,57
24,2401,'7421,1-9,2,52,57
24,2401,'7421,50-99,1,3,3
24,2401,'8030,100-249,1,4,4
24,2401,'8511,10-49,3,25,29
24,2401,'8512,50-99,1,3,3
24,2401,'8519,1-9,1,52,57
24,2401,'9211,50-99,1,3,3
24,2402,'5231,1-9,1,2,57
24,2402,'6420,1-9,1,2,57
24,2403,'0111,10-49,2,4,29
24,2403,'0121,1-9,1,3,57
24,2403,'5050,10-49,1,4,29
24,2403,'5231,1-9,2,3,57
24,2403,'5239,10-49,1,4,29
25,2501,'0111,10-49,4,798,823
25,2501,'0111,100-249,3,89,96
25,2501,'0111,50-99,1,123,127
25,2501,'0112,1-9,2,1974,2005
25,2501,'0113,1-9,1,1974,2005
25,2501,'0113,10-49,3,798,823
25,2501,'0113,250-,1,67,71
25,2501,'0113,50-99,2,123,127
25,2501,'0122,1-9,1,1974,2005
25,2501,'0122,10-49,3,798,823
25,2501,'0122,250-,3,67,71
25,2501,'0122,50-99,3,123,127
25,2501,'0130,10-49,1,798,823
25,2501,'0140,1-9,7,1974,2005
25,2501,'0140,10-49,5,798,823
25,2501,'0200,1-9,2,1974,2005
25,2501,'1320,50-99,1,123,127
25,2501,'1410,10-49,1,798,823
25,2501,'1422,1-9,1,1974,2005
25,2501,'1429,10-49,2,798,823
25,2501,'1511,1-9,1,1974,2005
25,2501,'1511,10-49,2,798,823
25,2501,'1511,100-249,3,89,96
25,2501,'1511,50-99,3,123,127
25,2501,'1513,10-49,1,798,823
25,2501,'1514,250-,1,67,71
25,2501,'1520,10-49,2,798,823
25,2501,'1520,50-99,1,123,127
25,2501,'1531,10-49,1,798,823
25,2501,'1531,100-249,1,89,96
25,2501,'1533,1-9,1,1974,2005
25,2501,'1541,1-9,6,1974,2005
25,2501,'1541,10-49,9,798,823
25,2501,'1541,250-,1,67,71
25,2501,'1541,50-99,2,123,127
25,2501,'1543,1-9,1,1974,2005
25,2501,'1549,1-9,1,1974,2005
25,2501,'1549,100-249,1,89,96
25,2501,'1549,250-,1,67,71
25,2501,'1551,1-9,1,1974,2005
25,2501,'1551,100-249,1,89,96
25,2501,'1553,1-9,1,1974,2005
25,2501,'1553,50-99,1,123,127
25,2501,'1554,1-9,2,1974,2005
25,2501,'1554,10-49,4,798,823
25,2501,'1554,100-249,1,89,96
25,2501,'1554,50-99,2,123,127
25,2501,'1600,1-9,5,1974,2005
25,2501,'1600,10-49,12,798,823
25,2501,'1600,100-249,6,89,96
25,2501,'1600,250-,11,67,71
25,2501,'1600,50-99,5,123,127
25,2501,'1711,1-9,3,1974,2005
25,2501,'1711,10-49,2,798,823
25,2501,'1711,100-249,1,89,96
25,2501,'1711,250-,2,67,71
25,2501,'1712,1-9,1,1974,2005
25,2501,'1712,100-249,2,89,96
25,2501,'1722,1-9,1,1974,2005
25,2501,'1723,1-9,3,1974,2005
25,2501,'1723,10-49,3,798,823
25,2501,'1723,100-249,5,89,96
25,2501,'1723,250-,6,67,71
25,2501,'1723,50-99,1,123,127
25,2501,'1729,1-9,1,1974,2005
25,2501,'1730,100-249,2,89,96
25,2501,'1730,250-,1,67,71
25,2501,'1810,1-9,11,1974,2005
25,2501,'1810,10-49,14,798,823
25,2501,'1810,100-249,4,89,96
25,2501,'1810,250-,11,67,71
25,2501,'1810,50-99,4,123,127
25,2501,'1820,1-9,2,1974,2005
25,2501,'1820,10-49,3,798,823
25,2501,'1820,100-249,1,89,96
25,2501,'1820,250-,1,67,71
25,2501,'1911,10-49,1,798,823
25,2501,'1911,50-99,1,123,127
25,2501,'1920,1-9,8,1974,2005
25,2501,'1920,10-49,5,798,823
25,2501,'1920,100-249,2,89,96
25,2501,'1920,250-,2,67,71
25,2501,'1920,50-99,1,123,127
25,2501,'2010,10-49,1,798,823
25,2501,'2022,1-9,3,1974,2005
25,2501,'2022,10-49,1,798,823
25,2501,'2023,10-49,2,798,823
25,2501,'2023,50-99,1,123,127
25,2501,'2101,10-49,1,798,823
25,2501,'2102,1-9,1,1974,2005
25,2501,'2102,10-49,2,798,823
25,2501,'2102,50-99,1,123,127
25,2501,'2109,50-99,1,123,127
25,2501,'2211,10-49,1,798,823
25,2501,'2212,50-99,1,123,127
25,2501,'2219,1-9,1,1974,2005
25,2501,'2219,10-49,1,798,823
25,2501,'2221,1-9,23,1974,2005
25,2501,'2221,10-49,10,798,823
25,2501,'2221,50-99,2,123,127
25,2501,'2222,1-9,4,1974,2005
25,2501,'2222,10-49,4,798,823
25,2501,'2320,10-49,1,798,823
25,2501,'2411,1-9,1,1974,2005
25,2501,'2411,10-49,2,798,823
25,2501,'2413,10-49,1,798,823
25,2501,'2421,10-49,2,798,823
25,2501,'2422,1-9,1,1974,2005
25,2501,'2422,10-49,1,798,823
25,2501,'2423,1-9,7,1974,2005
25,2501,'2423,10-49,8,798,823
25,2501,'2423,50-99,2,123,127
25,2501,'2424,1-9,4,1974,2005
25,2501,'2424,10-49,1,798,823
25,2501,'2429,1-9,5,1974,2005
25,2501,'2429,10-49,3,798,823
25,2501,'2511,10-49,1,798,823
25,2501,'2519,10-49,2,798,823
25,2501,'2520,1-9,1,1974,2005
25,2501,'2520,10-49,5,798,823
